iter	Logloss
0	0.6400163736
1	0.5956138637
2	0.5520178902
3	0.5143649786
4	0.479440696
5	0.4491624802
6	0.4264942636
7	0.3978561788
8	0.3786736692
9	0.3605398638
10	0.3411431945
11	0.326401731
12	0.3127237847
13	0.2968185144
14	0.283574713
15	0.2728190898
16	0.2614167964
17	0.2509661304
18	0.2399950977
19	0.2278268135
20	0.2178737088
21	0.2070691734
22	0.2004375645
23	0.1936934336
24	0.185662243
25	0.1790770801
26	0.1739835466
27	0.1681383324
28	0.1637545479
29	0.1591745899
30	0.1541210303
31	0.1490227789
32	0.14422324
33	0.1400383367
34	0.137518186
35	0.1338740616
36	0.130352842
37	0.1277964755
38	0.1252361379
39	0.1228380383
40	0.1208611362
41	0.1181950742
42	0.116012571
43	0.1145789199
44	0.1122968888
45	0.1099638981
46	0.1076777117
47	0.1060857274
48	0.1047620865
49	0.103087792
50	0.1016327211
51	0.1000362941
52	0.09915556291
53	0.09788901996
54	0.0966077101
55	0.09563667102
56	0.09462507279
57	0.09368095039
58	0.0925613931
59	0.09154965416
60	0.09047301305
61	0.08993411833
62	0.0893172363
63	0.08829422518
64	0.08748861314
65	0.08713443301
66	0.08663190881
67	0.08598370681
68	0.08539575602
69	0.08475597411
70	0.0840091806
71	0.08360069063
72	0.08297218782
73	0.08258487713
74	0.08200694334
75	0.081562684
76	0.08099877691
77	0.08047587706
78	0.08015439865
79	0.0795690538
80	0.07908687073
81	0.07873377872
82	0.07816586414
83	0.07769386937
84	0.07717653678
85	0.07672470616
86	0.07636225566
87	0.07609700707
88	0.075627365
89	0.07525545167
90	0.07483053987
91	0.07448832493
92	0.07413872874
93	0.07385468747
94	0.07359328254
95	0.07329272776
96	0.07297666124
97	0.07248102778
98	0.0720948237
99	0.07179273021
100	0.07148424668
101	0.07116617031
102	0.07094716687
103	0.0705477439
104	0.07026282124
105	0.06996822387
106	0.06956568822
107	0.06941030105
108	0.06916714032
109	0.06885364481
110	0.06855174376
111	0.06835701985
112	0.06799981859
113	0.06774513793
114	0.06748652788
115	0.06728189825
116	0.06701533869
117	0.06674225976
118	0.06644722161
119	0.06628519264
120	0.06588475973
121	0.06562836754
122	0.06536188525
123	0.06507977889
124	0.06489202839
125	0.06451302255
126	0.06427168419
127	0.06406269889
128	0.06394473264
129	0.06377255524
130	0.06359693093
131	0.06330158372
132	0.06316863621
133	0.06296673258
134	0.0627984826
135	0.06271183132
136	0.06254580034
137	0.06233638037
138	0.06219296794
139	0.06194962928
140	0.06175722288
141	0.06152785877
142	0.061374122
143	0.06120593922
144	0.06108210307
145	0.0608195778
146	0.06067178696
147	0.0603840458
148	0.06023171689
149	0.06010807092
150	0.05985562599
151	0.05966685567
152	0.05955141431
153	0.05940500798
154	0.05914473385
155	0.05891719058
156	0.05878345028
157	0.0586312332
158	0.05849838905
159	0.05835315116
160	0.05822952346
161	0.05813092325
162	0.05790644396
163	0.05777286732
164	0.05762925963
165	0.05748905737
166	0.057328334
167	0.0571521045
168	0.05700634264
169	0.05681114898
170	0.05671762953
171	0.05648352108
172	0.0562933108
173	0.05612789905
174	0.05596969992
175	0.05581915415
176	0.05569564398
177	0.05552267722
178	0.05540594885
179	0.05535484551
180	0.055183392
181	0.0550632654
182	0.05492090553
183	0.05477963741
184	0.05465186153
185	0.05449043317
186	0.05436285156
187	0.05426367211
188	0.05412878299
189	0.05400061625
190	0.05372533969
191	0.05359854611
192	0.05344573311
193	0.05335129997
194	0.05319065899
195	0.05297010711
196	0.05272957271
197	0.05262895418
198	0.05248794072
199	0.05230802069
200	0.05212406201
201	0.05202586949
202	0.05190220817
203	0.05176759148
204	0.0517207716
205	0.0515069973
206	0.05130600369
207	0.05120452087
208	0.05109312989
209	0.05100502714
210	0.05085405116
211	0.05072628734
212	0.05054677923
213	0.05045197143
214	0.05035761842
215	0.05031345605
216	0.05020604626
217	0.05008118633
218	0.05001717233
219	0.04985457935
220	0.04966558487
221	0.04961631437
222	0.04955918417
223	0.04946133452
224	0.04934786984
225	0.04926965264
226	0.04923084704
227	0.04919188026
228	0.04904161142
229	0.04894560249
230	0.04893099227
231	0.04887300892
232	0.0487212197
233	0.0485741397
234	0.04839273404
235	0.04820251019
236	0.04800461682
237	0.04794659637
238	0.0479237079
239	0.04774711076
240	0.04759342476
241	0.04748569774
242	0.04740006874
243	0.04732754272
244	0.04718823567
245	0.04695180022
246	0.04687833776
247	0.0467967177
248	0.04670016071
249	0.0465807555
250	0.04646350569
251	0.04637404147
252	0.04627898772
253	0.04621035684
254	0.04606465944
255	0.04586188692
256	0.04572718817
257	0.0456378238
258	0.0455157243
259	0.04548545909
260	0.04541479672
261	0.04531492233
262	0.04520387565
263	0.04508095501
264	0.04501808242
265	0.04490994367
266	0.04475261349
267	0.04459404182
268	0.04456152949
269	0.04445637573
270	0.04436415973
271	0.04425092785
272	0.04416375518
273	0.04407538594
274	0.043881765
275	0.0438348723
276	0.04373603778
277	0.04351964703
278	0.04342765261
279	0.04339281334
280	0.04331633671
281	0.04328426535
282	0.04315739608
283	0.04307574994
284	0.04292874601
285	0.04289700837
286	0.04275991823
287	0.04262321536
288	0.04256673617
289	0.04245551134
290	0.04232269448
291	0.04221341837
292	0.04208727657
293	0.04196870159
294	0.04189807216
295	0.04182823664
296	0.04178086552
297	0.04166721313
298	0.04154998182
299	0.04147908978
300	0.04142897143
301	0.04135079025
302	0.04130773635
303	0.04117293571
304	0.04108484655
305	0.04100178675
306	0.04096258201
307	0.04093853122
308	0.04091989851
309	0.04082209555
310	0.04076638354
311	0.04072029976
312	0.04058054628
313	0.04048284348
314	0.04037653401
315	0.04035278707
316	0.04033891735
317	0.04027877554
318	0.04015997796
319	0.04011702278
320	0.04009424114
321	0.04008668598
322	0.03997439421
323	0.03989945057
324	0.03977689219
325	0.03970922089
326	0.03964345018
