iter	Passed	Remaining
688	12531	23844
689	12550	23827
690	12566	23805
691	12582	23783
692	12599	23762
693	12616	23741
694	12632	23720
695	12648	23698
696	12666	23678
697	12682	23657
698	12699	23637
699	12717	23617
700	12733	23596
701	12750	23576
702	12767	23555
703	12784	23535
704	12801	23515
705	12818	23495
706	12836	23476
707	12853	23455
708	12869	23433
709	12885	23411
710	12901	23390
711	12923	23377
712	12939	23356
713	12956	23337
714	12973	23316
715	12990	23295
716	13007	23276
717	13025	23257
718	13041	23236
719	13059	23216
720	13076	23197
721	13094	23177
722	13111	23158
723	13128	23138
724	13146	23119
725	13164	23101
726	13182	23083
727	13200	23065
728	13219	23047
729	13236	23028
730	13255	23010
731	13273	22992
732	13291	22974
733	13309	22956
734	13330	22942
735	13347	22922
736	13366	22905
737	13384	22888
738	13402	22869
739	13419	22850
740	13436	22828
741	13452	22808
742	13470	22788
743	13487	22769
744	13504	22749
745	13522	22730
746	13538	22709
747	13555	22689
748	13572	22668
749	13589	22649
750	13606	22629
751	13623	22609
752	13640	22588
753	13657	22569
754	13674	22549
755	13691	22529
756	13708	22508
757	13728	22494
758	13747	22478
759	13765	22459
760	13781	22438
761	13798	22418
762	13815	22398
763	13832	22378
764	13849	22358
765	13866	22339
766	13884	22319
767	13901	22299
768	13918	22280
769	13935	22259
770	13951	22239
771	13970	22222
772	13994	22213
773	14012	22196
774	14028	22174
775	14045	22154
776	14062	22134
777	14079	22115
778	14096	22094
779	14116	22079
780	14131	22056
781	14148	22037
782	14165	22016
783	14182	21996
784	14198	21976
785	14214	21955
786	14230	21933
787	14247	21913
788	14264	21894
789	14281	21874
790	14298	21855
791	14316	21835
792	14334	21817
793	14352	21799
794	14370	21782
795	14388	21763
796	14405	21744
797	14422	21723
798	14439	21704
799	14456	21684
800	14473	21664
801	14491	21646
802	14510	21629
803	14528	21612
804	14546	21594
805	14564	21576
806	14581	21556
807	14598	21536
808	14615	21516
809	14632	21497
810	14649	21477
811	14665	21456
812	14682	21436
813	14699	21417
814	14716	21397
815	14733	21378
816	14751	21359
817	14767	21339
818	14784	21319
819	14801	21299
820	14817	21278
821	14833	21258
822	14850	21238
823	14867	21219
824	14884	21199
825	14903	21182
826	14920	21162
827	14935	21141
828	14952	21120
829	14972	21105
830	14990	21087
831	15007	21068
832	15023	21047
833	15040	21027
834	15056	21007
835	15073	20987
836	15091	20970
837	15108	20950
838	15125	20930
839	15141	20909
840	15158	20890
841	15175	20870
842	15192	20851
843	15208	20831
844	15225	20811
845	15242	20791
846	15258	20771
847	15275	20752
848	15292	20732
849	15312	20717
850	15329	20697
851	15346	20677
852	15363	20658
853	15379	20638
854	15396	20619
855	15413	20599
856	15430	20579
857	15446	20559
858	15462	20539
859	15478	20518
860	15496	20499
861	15512	20479
862	15529	20460
863	15546	20440
864	15564	20422
865	15581	20403
866	15598	20384
867	15617	20367
868	15634	20347
869	15650	20327
870	15665	20306
871	15682	20286
872	15703	20272
873	15726	20261
874	15743	20242
875	15761	20223
876	15786	20214
877	15803	20195
878	15821	20177
879	15839	20159
880	15858	20142
881	15876	20124
882	15893	20105
883	15910	20086
884	15929	20068
885	15948	20052
886	15966	20034
887	15984	20016
888	16001	19996
889	16017	19977
890	16034	19957
891	16052	19940
892	16073	19925
893	16091	19907
894	16109	19889
895	16131	19875
896	16150	19859
897	16167	19840
898	16185	19821
899	16202	19803
900	16220	19785
901	16239	19768
902	16257	19750
903	16276	19733
904	16293	19714
905	16310	19695
906	16327	19676
907	16346	19658
908	16364	19641
909	16381	19621
910	16399	19603
911	16417	19585
912	16435	19568
913	16454	19550
914	16472	19532
915	16490	19514
916	16508	19497
917	16531	19484
918	16549	19466
919	16567	19449
920	16586	19431
921	16605	19415
922	16624	19397
923	16641	19378
924	16658	19360
925	16676	19341
926	16694	19324
927	16713	19307
928	16731	19288
929	16749	19270
930	16767	19253
931	16787	19237
932	16806	19220
933	16825	19203
934	16843	19185
935	16861	19167
936	16879	19149
937	16898	19132
938	16917	19115
939	16940	19103
940	16959	19085
941	16978	19068
942	16995	19049
943	17012	19030
944	17029	19012
945	17048	18994
946	17066	18977
947	17084	18959
948	17103	18941
949	17120	18923
950	17139	18905
951	17158	18888
952	17176	18870
953	17193	18851
954	17212	18834
955	17232	18819
956	17250	18801
957	17268	18782
958	17285	18763
959	17304	18746
960	17325	18732
961	17343	18713
962	17362	18696
963	17380	18678
964	17400	18662
965	17418	18645
966	17436	18626
967	17459	18613
968	17482	18600
969	17498	18581
970	17514	18560
971	17530	18540
972	17547	18520
973	17564	18501
974	17580	18482
975	17597	18462
976	17613	18442
977	17630	18423
978	17646	18403
979	17662	18383
980	17679	18364
981	17696	18345
982	17713	18326
983	17734	18311
984	17751	18292
985	17768	18273
986	17785	18253
987	17801	18233
988	17818	18214
989	17834	18195
990	17851	18175
991	17868	18156
992	17884	18137
993	17901	18117
994	17917	18097
995	17933	18077
996	17953	18061
997	17971	18043
998	17992	18028
999	18010	18010
1000	18027	17991
1001	18043	17971
1002	18060	17952
1003	18076	17932
1004	18093	17913
1005	18113	17897
1006	18129	17877
1007	18146	17858
1008	18163	17839
1009	18179	17819
1010	18195	17799
1011	18212	17780
1012	18229	17761
1013	18247	17743
1014	18265	17725
1015	18282	17706
1016	18298	17687
1017	18318	17670
1018	18334	17650
1019	18350	17630
1020	18367	17611
1021	18383	17592
1022	18399	17572
1023	18415	17552
1024	18432	17533
1025	18448	17513
1026	18464	17493
1027	18480	17473
1028	18500	17457
1029	18517	17438
1030	18534	17419
1031	18550	17400
1032	18567	17381
1033	18585	17362
1034	18603	17344
1035	18620	17326
1036	18637	17307
1037	18654	17288
1038	18670	17269
1039	18689	17251
1040	18706	17232
1041	18723	17214
1042	18740	17194
1043	18756	17175
1044	18772	17155
1045	18789	17136
1046	18807	17118
1047	18823	17099
1048	18839	17079
1049	18856	17060
1050	18872	17040
1051	18888	17020
1052	18906	17003
1053	18923	16984
1054	18940	16965
1055	18957	16946
1056	18974	16927
1057	18990	16908
1058	19008	16890
1059	19025	16871
1060	19041	16852
1061	19058	16832
1062	19074	16813
1063	19090	16794
1064	19107	16775
1065	19123	16755
1066	19140	16736
1067	19156	16716
1068	19172	16697
1069	19189	16678
1070	19205	16659
1071	19222	16640
1072	19238	16621
1073	19255	16602
1074	19276	16586
1075	19299	16573
1076	19318	16555
1077	19335	16537
1078	19351	16518
1079	19367	16497
1080	19382	16478
1081	19399	16459
1082	19416	16440
1083	19433	16421
1084	19449	16402
1085	19465	16382
1086	19481	16362
1087	19501	16346
1088	19519	16329
1089	19538	16311
1090	19555	16293
1091	19572	16274
1092	19588	16255
1093	19606	16236
1094	19623	16218
1095	19639	16198
1096	19655	16179
1097	19671	16160
1098	19692	16144
1099	19709	16125
1100	19725	16106
1101	19743	16088
1102	19759	16068
1103	19775	16049
1104	19792	16030
1105	19808	16011
1106	19825	15992
1107	19842	15974
1108	19858	15955
1109	19877	15938
1110	19893	15918
1111	19911	15900
1112	19928	15881
1113	19945	15863
1114	19961	15844
1115	19978	15824
1116	19993	15805
1117	20009	15785
1118	20025	15766
1119	20042	15747
1120	20059	15728
1121	20080	15713
1122	20099	15696
1123	20122	15682
1124	20144	15668
1125	20166	15652
1126	20185	15636
1127	20205	15619
1128	20228	15605
1129	20246	15588
1130	20266	15571
1131	20286	15555
1132	20306	15539
1133	20325	15521
1134	20342	15503
1135	20359	15484
1136	20376	15466
1137	20393	15447
1138	20412	15430
1139	20428	15411
1140	20445	15392
1141	20462	15373
1142	20479	15355
1143	20497	15337
1144	20513	15318
1145	20529	15298
1146	20546	15280
1147	20562	15260
1148	20578	15241
1149	20595	15222
1150	20612	15204
1151	20631	15186
1152	20648	15168
1153	20666	15150
1154	20684	15132
1155	20701	15114
1156	20718	15096
1157	20735	15076
1158	20752	15058
1159	20769	15040
1160	20785	15020
1161	20802	15001
1162	20819	14983
1163	20838	14966
1164	20856	14948
1165	20873	14929
1166	20892	14912
1167	20909	14894
1168	20926	14875
1169	20944	14858
1170	20972	14846
1171	20991	14830
1172	21008	14811
1173	21025	14793
1174	21042	14774
1175	21059	14756
1176	21076	14737
1177	21093	14719
1178	21110	14700
1179	21128	14682
1180	21145	14663
1181	21162	14645
1182	21180	14627
1183	21197	14608
1184	21214	14590
1185	21231	14571
1186	21247	14552
1187	21263	14533
1188	21282	14516
1189	21301	14499
1190	21319	14481
1191	21336	14462
1192	21352	14443
1193	21369	14425
1194	21386	14406
1195	21403	14388
1196	21420	14369
1197	21509	14399
1198	21550	14397
1199	21585	14390
1200	21602	14371
1201	21619	14353
1202	21636	14334
1203	21654	14316
1204	21670	14297
1205	21688	14279
1206	21709	14263
1207	21726	14244
1208	21742	14225
1209	21758	14206
1210	21775	14187
1211	21791	14168
1212	21808	14149
1213	21826	14131
1214	21843	14112
1215	21859	14093
1216	21875	14074
1217	21893	14056
1218	21910	14037
1219	21926	14018
1220	21944	14000
1221	21961	13982
1222	21979	13963
1223	21996	13945
1224	22012	13925
1225	22028	13907
1226	22045	13888
1227	22061	13869
1228	22079	13851
1229	22096	13832
1230	22115	13815
1231	22131	13796
1232	22150	13778
1233	22166	13759
1234	22183	13741
1235	22200	13722
1236	22217	13703
1237	22234	13685
1238	22253	13667
1239	22270	13649
1240	22287	13631
1241	22304	13612
1242	22321	13594
1243	22339	13575
1244	22355	13557
1245	22372	13538
1246	22389	13519
1247	22404	13500
1248	22421	13481
1249	22438	13463
1250	22455	13444
1251	22473	13426
1252	22490	13408
1253	22509	13390
1254	22526	13372
1255	22542	13353
1256	22559	13334
1257	22576	13316
1258	22593	13297
1259	22610	13279
1260	22629	13261
1261	22645	13242
1262	22665	13225
1263	22682	13207
1264	22699	13188
1265	22716	13170
1266	22733	13151
1267	22751	13133
1268	22767	13115
1269	22784	13096
1270	22801	13078
1271	22819	13060
1272	22839	13043
1273	22857	13025
1274	22874	13007
1275	22891	12988
1276	22911	12971
1277	22928	12953
1278	22946	12935
1279	22964	12917
1280	22982	12899
1281	23000	12881
1282	23016	12862
1283	23035	12845
1284	23052	12827
1285	23070	12808
1286	23088	12790
1287	23104	12772
1288	23121	12753
1289	23139	12735
1290	23156	12717
1291	23172	12698
1292	23190	12680
1293	23206	12661
1294	23222	12642
1295	23239	12624
1296	23255	12605
1297	23272	12586
1298	23289	12567
1299	23307	12550
1300	23323	12531
1301	23341	12513
1302	23359	12495
1303	23384	12481
1304	23403	12464
1305	23424	12447
1306	23444	12430
1307	23465	12414
1308	23484	12397
1309	23502	12379
1310	23518	12360
1311	23535	12341
1312	23552	12323
1313	23568	12304
1314	23585	12286
1315	23601	12267
1316	23619	12248
1317	23638	12231
1318	23656	12213
1319	23672	12195
1320	23694	12178
1321	23710	12160
1322	23728	12142
1323	23745	12123
1324	23763	12105
1325	23780	12087
1326	23797	12068
1327	23814	12050
1328	23831	12032
1329	23848	12013
1330	23868	11997
1331	23885	11978
1332	23903	11960
1333	23922	11943
1334	23940	11925
1335	23958	11907
1336	23975	11889
1337	23992	11870
1338	24009	11852
1339	24026	11834
1340	24044	11815
1341	24060	11797
1342	24081	11780
1343	24100	11763
1344	24118	11745
1345	24135	11727
1346	24152	11708
1347	24169	11690
1348	24186	11671
1349	24203	11653
1350	24219	11634
1351	24236	11616
1352	24252	11597
1353	24269	11579
1354	24285	11560
1355	24301	11541
1356	24318	11523
1357	24335	11504
1358	24352	11486
1359	24370	11468
1360	24386	11449
1361	24403	11431
1362	24419	11412
1363	24436	11394
1364	24453	11375
1365	24471	11357
1366	24487	11339
1367	24507	11322
1368	24524	11303
1369	24541	11285
1370	24564	11270
1371	24582	11251
1372	24598	11233
1373	24615	11215
1374	24633	11197
1375	24651	11178
1376	24668	11160
1377	24684	11142
1378	24701	11123
1379	24718	11105
1380	24735	11087
1381	24752	11068
1382	24769	11050
1383	24786	11031
1384	24803	11013
1385	24820	10995
1386	24837	10977
1387	24856	10959
1388	24872	10940
1389	24890	10923
1390	24909	10905
1391	24926	10887
1392	24943	10869
1393	24960	10850
1394	24976	10832
1395	24992	10813
1396	25009	10794
1397	25026	10776
1398	25044	10758
1399	25060	10740
1400	25076	10721
1401	25092	10702
1402	25109	10684
1403	25126	10666
1404	25142	10647
1405	25159	10629
1406	25175	10610
1407	25191	10592
1408	25208	10573
1409	25224	10554
1410	25241	10536
1411	25258	10518
1412	25274	10499
1413	25297	10483
1414	25313	10465
1415	25330	10447
1416	25347	10428
1417	25364	10410
1418	25379	10391
1419	25396	10373
1420	25413	10354
1421	25430	10336
1422	25446	10318
1423	25464	10300
1424	25481	10282
1425	25498	10263
1426	25514	10245
1427	25530	10226
1428	25546	10207
1429	25563	10189
1430	25579	10171
1431	25595	10152
1432	25613	10134
1433	25630	10116
1434	25646	10097
1435	25666	10080
1436	25683	10062
1437	25701	10044
1438	25718	10026
1439	25735	10008
1440	25751	9989
1441	25768	9971
1442	25785	9953
1443	25802	9934
1444	25820	9917
1445	25838	9899
1446	25856	9881
1447	25872	9863
1448	25889	9844
1449	25906	9826
1450	25923	9808
1451	25940	9790
1452	25958	9772
1453	25974	9753
1454	25992	9736
1455	26009	9717
1456	26026	9699
1457	26043	9681
1458	26059	9662
1459	26080	9646
1460	26097	9628
1461	26115	9610
1462	26132	9591
1463	26149	9573
1464	26166	9555
1465	26182	9537
1466	26200	9519
1467	26218	9501
1468	26235	9483
1469	26252	9465
1470	26268	9446
1471	26284	9428
1472	26307	9412
1473	26326	9394
1474	26342	9376
1475	26359	9358
1476	26376	9339
1477	26393	9321
1478	26410	9303
1479	26427	9285
1480	26443	9266
1481	26460	9248
1482	26477	9230
1483	26497	9213
1484	26513	9195
1485	26530	9176
1486	26547	9158
1487	26563	9140
1488	26579	9121
1489	26598	9104
1490	26615	9085
1491	26631	9067
1492	26647	9049
1493	26664	9030
1494	26679	9012
1495	26696	8994
1496	26714	8976
1497	26730	8957
1498	26746	8939
1499	26763	8921
1500	26781	8903
1501	26798	8885
1502	26815	8867
1503	26833	8849
1504	26849	8831
1505	26866	8812
1506	26886	8795
1507	26904	8777
1508	26921	8759
1509	26938	8741
1510	26954	8723
1511	26972	8705
1512	26990	8687
1513	27011	8670
1514	27027	8652
1515	27045	8634
1516	27062	8616
1517	27080	8598
1518	27097	8580
1519	27114	8562
1520	27131	8544
1521	27147	8526
1522	27164	8507
1523	27181	8489
1524	27197	8471
1525	27214	8453
1526	27231	8435
1527	27247	8416
1528	27265	8399
1529	27286	8382
1530	27303	8364
1531	27321	8346
1532	27338	8328
1533	27356	8310
1534	27376	8293
1535	27394	8275
1536	27412	8257
1537	27431	8240
1538	27449	8222
1539	27467	8204
1540	27488	8187
1541	27505	8169
1542	27522	8151
1543	27540	8133
1544	27559	8116
1545	27578	8098
1546	27596	8080
1547	27615	8063
1548	27633	8045
1549	27652	8028
1550	27671	8010
1551	27696	7994
1552	27715	7977
1553	27735	7960
1554	27754	7942
1555	27771	7924
1556	27789	7906
1557	27807	7889
1558	27828	7872
1559	27845	7853
1560	27862	7835
1561	27881	7818
1562	27898	7800
1563	27917	7782
1564	27933	7764
1565	27951	7746
1566	27968	7728
1567	27986	7710
1568	28006	7693
1569	28031	7677
1570	28050	7659
1571	28071	7642
1572	28093	7626
1573	28111	7608
1574	28131	7591
1575	28150	7573
1576	28171	7556
1577	28189	7538
1578	28207	7520
1579	28225	7503
1580	28244	7485
1581	28263	7467
1582	28281	7450
1583	28300	7432
1584	28318	7414
1585	28335	7396
1586	28353	7378
1587	28371	7360
1588	28388	7342
1589	28406	7324
1590	28424	7307
1591	28441	7289
1592	28458	7270
1593	28475	7252
1594	28497	7235
1595	28515	7218
1596	28532	7200
1597	28549	7182
1598	28567	7164
1599	28585	7146
1600	28602	7128
1601	28620	7110
1602	28638	7092
1603	28657	7074
1604	28675	7057
1605	28694	7039
1606	28712	7021
1607	28729	7003
1608	28748	6986
1609	28766	6968
1610	28783	6950
1611	28801	6932
1612	28819	6914
1613	28837	6896
1614	28855	6878
1615	28876	6861
1616	28897	6844
1617	28915	6826
1618	28933	6808
1619	28950	6790
1620	28970	6773
1621	28988	6755
1622	29007	6738
1623	29026	6720
1624	29046	6702
1625	29065	6685
1626	29085	6667
1627	29105	6650
1628	29121	6632
1629	29137	6614
1630	29154	6595
1631	29170	6577
1632	29187	6559
1633	29203	6541
1634	29220	6523
1635	29236	6504
1636	29257	6487
1637	29274	6469
1638	29294	6452
1639	29313	6434
1640	29328	6416
1641	29345	6398
1642	29362	6379
1643	29378	6361
1644	29395	6343
1645	29412	6325
1646	29429	6307
1647	29446	6289
1648	29463	6271
1649	29480	6253
1650	29500	6235
1651	29517	6217
1652	29533	6199
1653	29550	6181
1654	29568	6163
1655	29587	6146
1656	29604	6128
1657	29620	6109
1658	29637	6091
1659	29654	6073
1660	29671	6055
1661	29688	6037
1662	29707	6020
1663	29723	6001
1664	29739	5983
1665	29755	5965
1666	29771	5947
1667	29788	5929
1668	29805	5911
